+QSINR:	29	22	-32768	-32768	NR5G		29		29		29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29		29		29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		29				29
+QSINR:	29	22	-32768	-32768	NR5G		26		29		26
+QSINR:	29	22	-32768	-32768	NR5G		26				26
+QSINR:	29	22	-32768	-32768	NR5G		19				19
+QSINR:	29	22	-32768	-32768	NR5G		20.6				21
+QSINR:	29	22	-32768	-32768	NR5G		19				19
+QSINR:	29	22	-32768	-32768	NR5G		19.8		29		20
+QSINR:	29	22	-32768	-32768	NR5G		19				19
+QSINR:	29	22	-32768	-32768	NR5G		19				19
+QSINR:	29	22	-32768	-32768	NR5G		21.4				21
+QSINR:	29	22	-32768	-32768	NR5G		19				19
+QSINR:	29	22	-32768	-32768	NR5G		19		29		19
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G				29		
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G				29		
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G				29		
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G				29		
+QSINR:	29	20	-32768	-32768	NR5G						
+QSINR:	29	20	-32768	-32768	NR5G						
+QSINR:	29	20	-32768	-32768	NR5G						
+QSINR:	29	20	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G				29		
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	29	22	-32768	-32768	NR5G						
+QSINR:	26	12	-32768	-32768	NR5G				26		
+QSINR:	25	11	-32768	-32768	NR5G						
+QSINR:	26	11	-32768	-32768	NR5G						
+QSINR:	26	11	-32768	-32768	NR5G						
+QSINR:	27	11	-32768	-32768	NR5G						
+QSINR:	25	13	-32768	-32768	NR5G				26		
+QSINR:	26	10	-32768	-32768	NR5G						
+QSINR:	26	12	-32768	-32768	NR5G						
+QSINR:	26	11	-32768	-32768	NR5G						
+QSINR:	27	12	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	20	2	-32768	-32768	NR5G				20.6		
+QSINR:	21	1	-32768	-32768	NR5G						
+QSINR:	21	0	-32768	-32768	NR5G						
+QSINR:	21	0	-32768	-32768	NR5G						
+QSINR:	20	2	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	8	-32768	-32768	NR5G				19.8		
+QSINR:	21	9	-32768	-32768	NR5G						
+QSINR:	21	8	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	9	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	21	8	-32768	-32768	NR5G				21.4		
+QSINR:	22	6	-32768	-32768	NR5G						
+QSINR:	22	8	-32768	-32768	NR5G						
+QSINR:	21	11	-32768	-32768	NR5G						
+QSINR:	21	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G				19		
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
+QSINR:	19	11	-32768	-32768	NR5G						
